date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:22:53	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Sat,%2004%20Apr%202026%2019:22:53%20GMT	http://static1.squarespace.com/static/644281148cd62262058dd198/t/6449bd05a4f03d04b9e36a1b/1682554120062/KINETIC+%25283%2529.jpg?format=1500w	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/static1.squarespace.com/static/644281148cd62262058dd198/t/6449bd05a4f03d04b9e36a1b/1682554120062/KINETIC+%283%29.3c26f7.delayed	(from https://www.kineticspeech.com/about-us)
14:22:54	11800/11800	---M--	200	added ('OK')	image/jpeg	etag:CO3P0cTiyP4CEAE=	https://images.squarespace-cdn.com/content/644281148cd62262058dd198/1682554117834-G3Z11Y6YKA5JX7CNF692/KINETIC%2B%25283%2529.jpg?content-type=image%2Fjpeg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/644281148cd62262058dd198/1682554117834-G3Z11Y6YKA5JX7CNF692/KINETIC+%283%29ee8a.jpg	(from https://www.kineticspeech.com/about-us)
14:22:54	2912/2912	---MCZ	200	added ('OK')	text/css	etag:W/%225f6ff1d216ed002efb0e7dfccfcdb359%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/website.components.imageFluid.styles.css	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/website.components.imageFluid.styles.css	(from https://www.kineticspeech.com/about-us)
14:22:54	13133/13133	---MCZ	200	added ('OK')	application/javascript	etag:W/%220d35a6ab118c2921512fbb0a2fde627e%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/8018.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/8018.js	(from https://www.kineticspeech.com/about-us)
14:22:54	869/869	---M--	200	added ('OK')	application/javascript	etag:%22af12b27672ed10be3876cc7c481a5828%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/website.components.imageFluid.shared.constants.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/website.components.imageFluid.shared.constants	(from https://www.kineticspeech.com/about-us)
14:22:54	8949/8949	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cb133cb5375436d6f579ee1f8b2f42c7%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/image-effect-liquid.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/image-effect-liquid.js	(from https://www.kineticspeech.com/about-us)
14:22:55	28095/28095	---MCZ	200	added ('OK')	application/javascript	etag:W/%2242e67ac09fdedb8d6d44dc37e2ef6d01%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/website.components.imageFluid.visitor.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/website.components.imageFluid.visitor.42.delaye	(from https://www.kineticspeech.com/about-us)
14:22:55	10291/10291	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261afdf06a44a10853fa13d8fdaba3ad8%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/9882.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/9882.js	(from https://www.kineticspeech.com/about-us)
14:22:55	6266/6266	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cd4d0dc21695a6058ececd5fe2c1f44f%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/image-effect-parallax.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/image-effect-parallax.js	(from https://www.kineticspeech.com/about-us)
14:22:55	12214/12214	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a43a44b0ff35657e632d1f252f89bf69%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/image-effect-refracted-lines.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/image-effect-refracted-lines.js	(from https://www.kineticspeech.com/about-us)
14:22:56	87925/87925	---MCZ	200	added ('OK')	application/javascript	etag:W/%2287d6d0758d06c530ebd6a608530a9251%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/748.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/748.js	(from https://www.kineticspeech.com/about-us)
14:22:56	8474/8474	---MCZ	200	added ('OK')	application/javascript	etag:W/%22be1f7b218926cab720e2fa3032011e4c%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/image-effect-film-grain.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/image-effect-film-grain.js	(from https://www.kineticspeech.com/about-us)
14:22:56	3052/3052	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b023c470e0444fd58ba6a6e639824dd6%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/image-effect-refracted-circles.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b7bacc0e-5721-49cc-9aa2-b1087ea46113_373/image-effect-refracted-circles.js	(from https://www.kineticspeech.com/about-us)
14:22:57	332871/332871	---M--	200	added ('OK')	image/jpeg	etag:CNiX766uwP4CEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/acb9b936-527e-45c7-8598-69f259ec155d/Tiffany+Fairdosi-45-Edit.jpg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/acb9b936-527e-45c7-8598-69f259ec155d/Tiffany+Fairdosi-45-Edit.jpg	(from https://www.kineticspeech.com/about-us)
14:22:57	14528/14528	---MCZ	200	added ('OK')	text/css	etag:W/%22f375b4c738c79d20acca9336b39f66b6%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.form/6d021841-b0b2-48ed-9a5f-8029b7ed7c95_557/website.components.form.styles.css	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.form/6d021841-b0b2-48ed-9a5f-8029b7ed7c95_557/website.components.form.styles.css	(from https://www.kineticspeech.com/contact-us)
14:22:58	17970/17970	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d85ec3894f62de8aa7690bfc262a850e%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.form/6d021841-b0b2-48ed-9a5f-8029b7ed7c95_557/website.components.form.visitor.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.form/6d021841-b0b2-48ed-9a5f-8029b7ed7c95_557/website.components.form.visitor.js	(from https://www.kineticspeech.com/contact-us)
14:22:58	1285/1285	---MCZ	200	added ('OK')	text/css	etag:W/%224b58df07ab77628c9e6b7e82161c3c27%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/c780ed59-94dc-4d91-ad24-4d633fd7caa2_780/website.components.shape.styles.css	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/c780ed59-94dc-4d91-ad24-4d633fd7caa2_780/website.components.shape.styles.css	(from https://www.kineticspeech.com/team)
14:22:58	16871/16871	---MCZ	200	added ('OK')	application/javascript	etag:W/%2218e74cda0d290f1692fc9dc89dc54c08%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/c780ed59-94dc-4d91-ad24-4d633fd7caa2_780/website.components.shape.visitor.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/c780ed59-94dc-4d91-ad24-4d633fd7caa2_780/website.components.shape.visitor.js	(from https://www.kineticspeech.com/team)
14:22:58	258966/258966	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Apr%202026%2019:22:59%20GMT	https://images.squarespace-cdn.com/content/v1/5ec321c2af33de48734cc929/f3dcefac-6b56-4f80-be43-9a353a7c6a77/imgg-demo-Aq8H491F.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/5ec321c2af33de48734cc929/f3dcefac-6b56-4f80-be43-9a353a7c6a77/imgg-demo-Aq8H491F.jpg	(from https://www.kineticspeech.com/team)
14:22:59	402324/402324	---M--	200	added ('OK')	image/jpeg	etag:CJWi06LH5pIDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/f45c0bf5-6605-4cf0-92e7-7d397b1f67e3/21021F63-4A12-45D7-B6E5-7C537DDF2557.JPG	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/f45c0bf5-6605-4cf0-92e7-7d397b1f67e3/21021F63-4A12-45D7-B6E5-7C537DDF2557.jpg	(from https://www.kineticspeech.com/team)
14:22:59	240330/240330	---M--	200	added ('OK')	image/jpeg	etag:CNSzis+k6JIDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/b6aecf21-ecc8-49f0-bde7-4b9901396390/unsplash-image-XjlyFT-ibd0.jpg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/b6aecf21-ecc8-49f0-bde7-4b9901396390/unsplash-image-XjlyFT-ibd0.jpg	(from https://www.kineticspeech.com/team)
14:23:00	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Sat,%2004%20Apr%202026%2019:23:00%20GMT	http://static1.squarespace.com/static/644281148cd62262058dd198/t/6996357c779bc44ba3aa01aa/1771451772860/1.jpg?format=1500w	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/static1.squarespace.com/static/644281148cd62262058dd198/t/6996357c779bc44ba3aa01aa/1771451772860/126f7.jpg	(from https://www.kineticspeech.com/blog)
14:23:00	443301/443301	---M--	200	added ('OK')	image/jpeg	etag:CLv53srRwJMDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1774633665983-HEACMIYI02XGSW3TSOLZ/unsplash-image-QW4Dov1BUk8.jpg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1774633665983-HEACMIYI02XGSW3TSOLZ/unsplash-image-QW4Dov1BUk8.jpg	(from https://www.kineticspeech.com/team)
14:23:01	42021/42021	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Apr%202026%2019:23:01%20GMT	https://images.squarespace-cdn.com/content/644281148cd62262058dd198/64bf29b6-40c7-4213-83c0-793aa7eba32b/1.jpg?format=1500w&content-type=image%2Fjpeg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/644281148cd62262058dd198/64bf29b6-40c7-4213-83c0-793aa7eba32b/143a3.jpg	(from https://www.kineticspeech.com/blog)
14:23:01	9453/9453	---MCZ	200	added ('OK')	application/javascript	etag:W/%22151a2c216970243aa63e2efd3b0d4672%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.map/e786bf7c-a82b-450c-b540-46075eabfd74_771/website.components.map.visitor.js	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.map/e786bf7c-a82b-450c-b540-46075eabfd74_771/website.components.map.visitor.js	(from https://www.kineticspeech.com/blog)
14:23:01	50352/50352	---M--	200	added ('OK')	application/rss+xml	etag:W/%226502195bc57dcf5eb591bac321bb2ae2%22	https://www.kineticspeech.com/blog?format=rss	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/www.kineticspeech.com/bloga409	(from https://www.kineticspeech.com/blog)
14:23:02	521262/521262	---MCZ	200	added ('OK')	text/html	etag:W/%22a2056dd23e3da81ebc7ec6ed903259d6--gzip%22	https://www.kineticspeech.com/blog/aphasia-book-club	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/www.kineticspeech.com/blog/aphasia-book-club.html	(from https://www.kineticspeech.com/blog)
14:23:02	197343/197343	---MCZ	200	added ('OK')	text/html	etag:W/%22499c6488b2d8a5753c0c862e80c3da9b--gzip%22	https://www.kineticspeech.com/blog/qxo546434kqnjbgfts8vwagmwia0lg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/www.kineticspeech.com/blog/qxo546434kqnjbgfts8vwagmwia0lg.html	(from https://www.kineticspeech.com/blog)
14:23:03	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Sat,%2004%20Apr%202026%2019:23:03%20GMT	http://static1.squarespace.com/static/644281148cd62262058dd198/t/69975eee3b8a3e37a5e69597/1771527922112/aphasia+book+club+flyer-coming+soon.png?format=1500w	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/static1.squarespace.com/static/644281148cd62262058dd198/t/69975eee3b8a3e37a5e69597/1771527922112/aphasia+book+club+flyer-coming+soon.5926f7.delayed	(from https://www.kineticspeech.com/blog/aphasia-book-club)
14:23:03	120022/120022	---MCZ	200	added ('OK')	text/html	etag:W/%22824a879197b0f1deaea03ac4bf3544a1--gzip%22	https://www.kineticspeech.com/blog/special-terms	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/www.kineticspeech.com/blog/special-terms.html	(from https://www.kineticspeech.com/blog)
14:23:04	165198/165198	---M--	200	added ('OK')	image/png	etag:CIvt0+Gf5pIDEAE=	https://images.squarespace-cdn.com/content/644281148cd62262058dd198/d9541303-a9d0-40a4-8f75-70456f760f30/aphasia+book+club+flyer-coming+soon.png?content-type=image%2Fpng	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/644281148cd62262058dd198/d9541303-a9d0-40a4-8f75-70456f760f30/aphasia+book+club+flyer-coming+soon5d45.png	(from https://www.kineticspeech.com/blog/aphasia-book-club)
14:23:04	498249/498249	---MCZ	200	added ('OK')	text/html	etag:W/%2238798c2b7c645f1150f3a5111a708072--gzip%22	https://www.kineticspeech.com/blog?author=644202216d4b016a14a37f95	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/www.kineticspeech.com/blog572f.html	(from https://www.kineticspeech.com/blog/aphasia-book-club)
14:23:04	165198/165198	---M--	200	added ('OK')	image/png	etag:CIvt0+Gf5pIDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/d9541303-a9d0-40a4-8f75-70456f760f30/aphasia+book+club+flyer-coming+soon.png	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/d9541303-a9d0-40a4-8f75-70456f760f30/aphasia+book+club+flyer-coming+soon.png	(from https://www.kineticspeech.com/blog/aphasia-book-club)
14:23:04	123673/123673	---M--	200	added ('OK')	image/jpeg	etag:CNPOmZbGypMDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1774974200272-TREECVZAGFGLFAJVCGXG/image-asset.jpeg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1774974200272-TREECVZAGFGLFAJVCGXG/image-asset.jpg	(from https://www.kineticspeech.com/blog/aphasia-book-club)
14:23:05	334004/334004	---M--	200	added ('OK')	image/jpeg	etag:CNu9u6K8rJMDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1773940749350-451DE04CL4DU81XIK4UU/image-asset.jpeg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1773940749350-451DE04CL4DU81XIK4UU/image-asset.jpg	(from https://www.kineticspeech.com/blog/aphasia-book-club)
14:23:05	126378/126378	---M--	200	added ('OK')	image/jpeg	etag:CLT44Nmqm5MDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1773351918331-MG40G2KTPHR1MV0H9GS7/image-asset.jpeg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1773351918331-MG40G2KTPHR1MV0H9GS7/image-asset.jpg	(from https://www.kineticspeech.com/blog/aphasia-book-club)
14:23:05	106675/106675	---M--	200	added ('OK')	image/jpeg	etag:CIzq4vCS5pIDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771524457735-M6HD7S85YKY72V2AF53P/image-asset.jpeg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771524457735-M6HD7S85YKY72V2AF53P/image-asset.jpg	(from https://www.kineticspeech.com/blog/aphasia-book-club)
14:23:06	100003/100003	---M--	200	added ('OK')	image/jpeg	etag:COm5pfGS5pIDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771524458688-MBL7UKTLSK047ABXRCFC/image-asset.jpeg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771524458688-MBL7UKTLSK047ABXRCFC/image-asset.jpg	(from https://www.kineticspeech.com/blog/aphasia-book-club)
14:23:06	103493/103493	---M--	200	added ('OK')	image/jpeg	etag:CJiK/vGS5pIDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771524459639-D5D8BCJXBE21QMOHU6CU/image-asset.jpeg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771524459639-D5D8BCJXBE21QMOHU6CU/image-asset.jpg	(from https://www.kineticspeech.com/blog/aphasia-book-club)
14:23:06	162555/162555	---M--	200	added ('OK')	image/jpeg	etag:CPbHnfKS5pIDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771524460653-N7O8M19NM47YTPWHRQXK/image-asset.jpeg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771524460653-N7O8M19NM47YTPWHRQXK/image-asset.jpg	(from https://www.kineticspeech.com/blog/aphasia-book-club)
14:23:06	43799/43799	---M--	200	added ('OK')	image/jpeg	etag:CML+3/KS5pIDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771524461725-3ZEL97Z37XVKAN8EU3AW/image-asset.jpeg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771524461725-3ZEL97Z37XVKAN8EU3AW/image-asset.jpg	(from https://www.kineticspeech.com/blog/aphasia-book-club)
14:23:07	257446/257446	---M--	200	added ('OK')	image/jpeg	etag:CP+XjvSS5pIDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771524464574-X29MFGN88VI72Y1RSS02/image-asset.jpeg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771524464574-X29MFGN88VI72Y1RSS02/image-asset.jpg	(from https://www.kineticspeech.com/blog/aphasia-book-club)
14:23:08	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Sat,%2004%20Apr%202026%2019:23:07%20GMT	http://static1.squarespace.com/static/644281148cd62262058dd198/t/6997317266bafd3a1b7df5af/1771517553296/unsplash-image-O8eo2BC1SOI.jpg?format=1500w	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/static1.squarespace.com/static/644281148cd62262058dd198/t/6997317266bafd3a1b7df5af/1771517553296/unsplash-image-O8eo2BC1SOI26f7.jpg	(from https://www.kineticspeech.com/blog/qxo546434kqnjbgfts8vwagmwia0lg)
14:23:08	99194/99194	---M--	200	added ('OK')	image/jpeg	etag:CM6RwPSS5pIDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771524465542-YKYMFBJAS2OO9K7Y0OYU/image-asset.jpeg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771524465542-YKYMFBJAS2OO9K7Y0OYU/image-asset.jpg	(from https://www.kineticspeech.com/blog/aphasia-book-club)
14:23:09	105309/105309	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Apr%202026%2019:23:09%20GMT	https://images.squarespace-cdn.com/content/644281148cd62262058dd198/1771516275284-2ESV09IER48D3WXO6HK5/unsplash-image-O8eo2BC1SOI.jpg?format=1500w&content-type=image%2Fjpeg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/644281148cd62262058dd198/1771516275284-2ESV09IER48D3WXO6HK5/unsplash-image-O8eo2BC1SOI43a3.jpg	(from https://www.kineticspeech.com/blog/qxo546434kqnjbgfts8vwagmwia0lg)
14:23:09	331161/331161	---M--	200	added ('OK')	image/jpeg	etag:CJTDorP05ZIDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771516275284-2ESV09IER48D3WXO6HK5/unsplash-image-O8eo2BC1SOI.jpg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771516275284-2ESV09IER48D3WXO6HK5/unsplash-image-O8eo2BC1SOI.jpg	(from https://www.kineticspeech.com/blog/qxo546434kqnjbgfts8vwagmwia0lg)
14:23:09	1242829/1242829	---M--	200	added ('OK')	image/jpeg	etag:CNWm++WO5pIDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771523360942-KJQF4VXFR67IJ0QSEXJ6/unsplash-image-bdvRK25hgPE.jpg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771523360942-KJQF4VXFR67IJ0QSEXJ6/unsplash-image-bdvRK25hgPE.jpg	(from https://www.kineticspeech.com/blog/qxo546434kqnjbgfts8vwagmwia0lg)
14:23:10	382709/382709	---M--	200	added ('OK')	image/jpeg	etag:CLqjvYuP5pIDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771523439523-UI5KJ7J0EXLUBR59ZRTR/unsplash-image-QcBAZ7VREHQ.jpg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771523439523-UI5KJ7J0EXLUBR59ZRTR/unsplash-image-QcBAZ7VREHQ.jpg	(from https://www.kineticspeech.com/blog/qxo546434kqnjbgfts8vwagmwia0lg)
14:23:10	633338/633338	---M--	200	added ('OK')	image/jpeg	etag:CP6rtvCP5pIDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771523651091-Z9TGXBT45A0FCRJHGUU9/unsplash-image-D7_ZWek_u-c.jpg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771523651091-Z9TGXBT45A0FCRJHGUU9/unsplash-image-D7_ZWek_u-c.jpg	(from https://www.kineticspeech.com/blog/qxo546434kqnjbgfts8vwagmwia0lg)
14:23:10	1417336/1417336	---M--	200	added ('OK')	image/jpeg	etag:CIeCxMGQ5pIDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771523819850-DMQBU1CIRKLX3P0SO9H7/unsplash-image-SzpmxPDzs60.jpg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771523819850-DMQBU1CIRKLX3P0SO9H7/unsplash-image-SzpmxPDzs60.jpg	(from https://www.kineticspeech.com/blog/qxo546434kqnjbgfts8vwagmwia0lg)
14:23:11	299069/299069	---M--	200	added ('OK')	image/jpeg	etag:CIeG0/aQ5pIDEAE=	https://images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771523930619-A5UI1MPIC9UY1GGRR1YY/unsplash-image-owaO9rqxBh0.jpg	F:/Dev/Client%20Projects/KineticSpeech/KineticSpeech/images.squarespace-cdn.com/content/v1/644281148cd62262058dd198/1771523930619-A5UI1MPIC9UY1GGRR1YY/unsplash-image-owaO9rqxBh0.jpg	(from https://www.kineticspeech.com/blog/qxo546434kqnjbgfts8vwagmwia0lg)
